title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Madden NFL 07    ,GC,EA Sports  ,EA Tiburon  ,0.62m,0.48m,0.13m,N/A,0.02m,22nd Aug 06  
Tiger Woods PGA Tour 2004    ,XB,EA Sports  ,EA Redwood Shores  ,0.62m,0.47m,0.13m,N/A,0.02m,22nd Sep 03  
Strike Force Bowling    ,PS2,Crave Entertainment  ,Lab Rats Games  ,0.62m,0.30m,0.24m,N/A,0.08m,10th May 04  
Bass Landing    ,PS,Agetec  ,ASC Games  ,0.62m,0.21m,0.14m,0.23m,0.04m,07th Sep 00  
NHL 15    ,PS4,EA Sports  ,EA Canada  ,0.62m,0.32m,0.19m,N/A,0.11m,09th Sep 14  
NFL Quarterback Club 99    ,N64,Acclaim Entertainment  ,Iguana Entertainment  ,0.62m,0.59m,0.02m,N/A,0.00m,10th Nov 98  
Tiger Woods PGA Tour 12: The Masters    ,X360,EA Sports  ,EA Tiburon  ,0.62m,0.40m,0.16m,N/A,0.05m,29th Mar 11  
NBA 2K9    ,PS3,2K Sports  ,Visual Concepts  ,0.62m,0.56m,0.00m,0.00m,0.05m,07th Oct 08  
NFL Fever 2003    ,XB,Microsoft Game Studios  ,Microsoft Game Studios  ,0.61m,0.46m,0.13m,N/A,0.02m,05th Aug 02  
WWE 2K15    ,XOne,2K Sports  ,Visual Concepts  ,0.61m,0.32m,0.23m,N/A,0.05m,18th Nov 14  
Tony Hawk: RIDE    ,X360,Activision  ,Robomodo / Buzz Monkey Software  ,0.61m,0.46m,0.10m,N/A,0.05m,17th Nov 09  
Cabela's Monster Buck Hunter    ,Wii,Activision  ,FUN Labs  ,0.61m,0.57m,N/A,N/A,0.04m,25th Mar 10  
Major League Baseball 2K8    ,X360,2K Sports  ,Kush Games  ,0.61m,0.56m,N/A,N/A,0.05m,03rd Mar 08  
Pro Evolution Soccer 2011    ,X360,Konami  ,Konami  ,0.61m,0.09m,0.44m,N/A,0.07m,05th Oct 10  
Major League Baseball 2K9    ,X360,2K Sports  ,Visual Concepts  ,0.61m,0.56m,N/A,N/A,0.05m,03rd Mar 09  
Madden NFL 2003    ,GBA,EA Sports  ,BudCat Creations  ,0.61m,0.44m,0.16m,N/A,0.01m,12th Aug 02  
EA Sports UFC 2    ,XOne,EA Sports  ,EA Canada  ,0.61m,0.36m,0.19m,N/A,0.06m,15th Mar 16  
Madden NFL 2002    ,GC,EA Sports  ,EA Sports  ,0.61m,0.47m,0.12m,N/A,0.02m,17th Nov 01  
Tony Hawk: RIDE    ,PS3,Activision  ,Robomodo / Buzz Monkey Software  ,0.61m,0.38m,0.15m,N/A,0.08m,17th Nov 09  
Madden NFL 2000    ,N64,EA Sports  ,EA Tiburon  ,0.61m,0.58m,0.02m,N/A,0.00m,31st Aug 99  
Tony Hawk's Underground    ,GBA,Activision  ,Vicarious Visions  ,0.60m,0.43m,0.16m,N/A,0.01m,27th Oct 03  
NBA 2K8    ,PS2,2K Sports  ,Visual Concepts  ,0.60m,0.50m,0.02m,N/A,0.08m,02nd Oct 07  
NBA 2K7    ,X360,2K Sports  ,Visual Concepts  ,0.60m,0.55m,0.00m,N/A,0.05m,25th Sep 06  
International Superstar Soccer 64    ,N64,Konami  ,Konami Computer Entertainment Osaka  ,0.60m,0.09m,0.26m,0.23m,0.02m,31st Jul 97  
NHL 17    ,XOne,EA Sports  ,EA Canada  ,0.60m,0.52m,0.01m,N/A,0.06m,13th Sep 16  
Major League Baseball 2K7    ,PS2,2K Sports  ,Kush Games  ,0.60m,0.29m,0.23m,N/A,0.08m,26th Feb 07  
NHL 11    ,PS3,EA Sports  ,EA Canada  ,0.59m,0.40m,0.13m,N/A,0.07m,07th Sep 10  
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban    ,PS,Konami  ,Diamond Head  ,0.59m,N/A,N/A,0.56m,0.04m,28th Aug 97  
CyberTiger    ,PS,Electronic Arts  ,EA Redwood Shores  ,0.59m,0.33m,0.22m,N/A,0.04m,30th Sep 99  
MLB 11: The Show    ,PS3,Sony Computer Entertainment  ,SCEA San Diego Studios  ,0.59m,0.55m,N/A,N/A,0.05m,08th Mar 11  
NFL Blitz 2001    ,PS,Midway Games  ,Midway Games  ,0.59m,0.33m,0.22m,N/A,0.04m,14th Sep 00  
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban    ,PS,Konami  ,Diamond Head  ,0.59m,N/A,N/A,0.55m,0.04m,23rd Jul 98  
Waialae Country Club: True Golf Classics    ,N64,Nintendo  ,Tikipod  ,0.59m,0.48m,0.11m,N/A,N/A,29th Jul 98  
2002 FIFA World Cup    ,PS2,EA Sports  ,EA Canada  ,0.59m,0.21m,0.17m,0.16m,0.06m,22nd Apr 02  
MVP Baseball 2004    ,XB,EA Sports  ,EA Sports  ,0.59m,0.44m,0.13m,N/A,0.02m,09th Mar 04  
Beijing 2008    ,X360,Sega  ,Eurocom Entertainment Software  ,0.59m,0.15m,0.38m,N/A,0.06m,08th Jul 08  
Ready 2 Rumble Boxing    ,N64,Midway Games  ,Point of View  ,0.59m,0.47m,0.11m,N/A,0.01m,31st Oct 99  
Dead or Alive Xtreme Beach Volleyball    ,XB,Tecmo  ,Team Ninja  ,0.59m,0.36m,0.08m,0.14m,0.02m,22nd Jan 03  
Madden NFL 06    ,X360,EA Sports  ,EA Tiburon  ,0.59m,0.54m,0.00m,0.01m,0.03m,16th Nov 05  
Hot Shots Golf: World Invitational    ,PSV,Sony Computer Entertainment  ,Clap Hanz  ,0.59m,0.15m,0.12m,0.26m,0.06m,15th Feb 12  
Pro Evolution Soccer 2015    ,PS3,Konami Digital Entertainment  ,PES Productions  ,0.59m,0.10m,0.20m,0.23m,0.06m,11th Nov 14  
Backyard NBA Basketball    ,PS2,Atari  ,Humongous Entertainment  ,0.59m,0.29m,0.22m,N/A,0.07m,21st Oct 03  
Kirby's Dream Course    ,SNES,Nintendo  ,HAL Laboratory  ,0.59m,N/A,N/A,0.59m,0.00m,01st Feb 95  
Top Spin 3    ,Wii,2K Sports  ,Pam Development  ,0.58m,0.15m,0.37m,N/A,0.07m,23rd Jun 08  
NCAA Football 09     ,PS3,EA Sports  ,EA Tiburon  ,0.58m,0.54m,N/A,N/A,0.05m,15th Jul 08  
NHL 12    ,PS3,EA Sports  ,EA Canada  ,0.58m,0.36m,0.16m,N/A,0.07m,13th Sep 11  
Cabela's Dangerous Hunts 2011    ,Wii,Activision  ,Cauldron  ,0.58m,0.53m,0.02m,N/A,0.04m,26th Oct 10  
Sammy Sosa High Heat Baseball 2001    ,PS,3DO  ,Team .366  ,0.58m,0.32m,0.22m,N/A,0.04m,29th Feb 00  
Pro Evolution Soccer 2012    ,PSP,Konami  ,Konami  ,0.58m,0.11m,0.12m,0.29m,0.07m,08th Nov 11  
FIFA Soccer 10    ,DS,EA Sports  ,Exient Entertainment  ,0.58m,0.14m,0.37m,N/A,0.07m,20th Oct 09  
FIFA: Road to  World Cup 98    ,N64,EA Sports  ,EA Canada  ,0.58m,0.15m,0.39m,N/A,0.03m,30th Nov 97  
International Superstar Soccer '98    ,N64,Konami  ,Konami Computer Entertainment Osaka  ,0.58m,0.06m,0.30m,0.19m,0.03m,15th Sep 98  
World Cup 98    ,N64,EA Sports  ,EA Canada  ,0.58m,0.14m,0.40m,N/A,0.04m,18th May 98  
Skate it    ,Wii,Electronic Arts  ,EA Montreal  ,0.58m,0.50m,0.03m,N/A,0.04m,19th Nov 08  
Tony Hawk's Pro Skater 4    ,GC,Activision  ,Neversoft Entertainment  ,0.58m,0.45m,0.12m,N/A,0.02m,23rd Oct 02  
NHL 06    ,PS2,EA Sports  ,EA Canada  ,0.58m,0.48m,0.02m,N/A,0.08m,06th Sep 05  
NFL Blitz 2000    ,N64,Midway Games  ,Avalanche Software  ,0.58m,0.55m,0.02m,N/A,0.00m,17th Aug 99  
Madden NFL 2002    ,XB,EA Sports  ,EA Sports  ,0.58m,0.53m,0.02m,N/A,0.03m,29th Oct 01  
NCAA Football 10    ,PS2,EA Sports  ,EA Tiburon  ,0.58m,0.28m,0.22m,N/A,0.07m,14th Jul 09  
Rapala: We Fish    ,Wii,Activision  ,FUN Labs  ,0.57m,0.52m,0.02m,N/A,0.04m,22nd Sep 09  
Tony Hawk's Pro Skater 4    ,GBA,Activision  ,Vicarious Visions  ,0.57m,0.41m,0.15m,N/A,0.01m,28th Oct 02  
Madden NFL 06    ,GC,EA Sports  ,EA Tiburon  ,0.57m,0.44m,0.11m,N/A,0.02m,08th Aug 05  
London 2012: The Official Video Game of the Olympic Games    ,X360,Sega  ,Sega Studios Australia  ,0.57m,0.07m,0.44m,N/A,0.06m,26th Jun 12  
NHL 10    ,PS3,EA Sports  ,EA Canada  ,0.57m,0.38m,0.12m,N/A,0.07m,15th Sep 09  
Zumba Fitness    ,PS3,Majesco  ,"Pipeworks Software, Inc.  ",0.57m,0.28m,0.21m,N/A,0.07m,18th Nov 10  
NBA Hangtime    ,N64,Midway Games  ,Fun Com  ,0.57m,0.48m,0.08m,N/A,0.00m,17th Jan 97  
WWE 2K17    ,XOne,2K Games  ,Yuke's  ,0.57m,0.26m,0.26m,N/A,0.05m,11th Oct 16  
FIFA World Cup Germany 2006    ,PS2,EA Sports  ,EA Canada  ,0.57m,0.47m,0.02m,N/A,0.08m,24th Apr 06  
Top Spin 3    ,PS3,2K Sports  ,Pam Development  ,0.57m,0.08m,0.37m,0.00m,0.12m,23rd Jun 08  
Tony Hawk: Shred    ,Wii,Activision  ,Buzz Monkey Software  ,0.57m,0.41m,0.11m,N/A,0.04m,26th Oct 10  
FIFA 15    ,Wii,EA Sports  ,EA Canada  ,0.57m,0.15m,0.37m,N/A,0.04m,23rd Sep 14  
NHL 14    ,PS3,EA Sports  ,EA Canada  ,0.57m,0.28m,0.19m,N/A,0.10m,10th Sep 13  
NHL 18    ,PS4,EA Sports  ,EA Canada  ,0.57m,0.31m,0.16m,N/A,0.10m,15th Sep 17  
Everybody's Golf    ,PS4,Sony Interactive Entertainment  ,Clap Hanz  ,0.56m,0.12m,0.22m,0.17m,0.06m,29th Aug 17  
Jillian Michaels Fitness Ultimatum 2010    ,Wii,Majesco  ,Collision Studios  ,0.56m,0.51m,0.01m,N/A,0.04m,06th Oct 09  
Arena Football    ,PS2,EA Sports  ,EA Tiburon  ,0.56m,0.28m,0.22m,N/A,0.07m,07th Feb 06  
NHL Hitz 20-02    ,PS2,Midway Games  ,EA Black Box  ,0.56m,0.28m,0.22m,N/A,0.07m,24th Sep 01  
NCAA March Madness 07     ,PS2,EA Sports  ,EA Canada  ,0.56m,0.28m,0.22m,N/A,0.07m,17th Jan 07  
Tony Hawk's Project 8    ,PSP,Activision  ,Page 44 Studios  ,0.56m,0.41m,0.08m,N/A,0.07m,21st Nov 06  
Cabela's Big Game Hunter 2005 Adventures    ,PS2,Activision  ,Activision  ,0.56m,0.28m,0.21m,N/A,0.07m,10th Nov 04  
Top Spin 3    ,X360,2K Sports  ,Pam Development  ,0.56m,0.09m,0.40m,N/A,0.07m,23rd Jun 08  
All-Star Baseball 2002    ,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,0.56m,0.27m,0.21m,N/A,0.07m,12th Mar 01  
WWE 2K16    ,PS3,Take-Two Interactive  ,Yuke's  ,0.56m,0.24m,0.23m,N/A,0.09m,27th Oct 15  
Backyard NFL Football    ,GBA,Infogrames  ,Torus Games  ,0.56m,0.40m,0.15m,N/A,0.01m,25th Sep 02  
Tony Hawk's Proving Ground    ,X360,Activision  ,Neversoft Entertainment  ,0.56m,0.49m,0.02m,N/A,0.04m,15th Oct 07  
ESPN NFL Football    ,PS2,Sega  ,Visual Concepts  ,0.56m,0.27m,0.21m,N/A,0.07m,03rd Sep 03  
Major League Baseball 2K5    ,XB,2K Sports  ,Kush Games  ,0.56m,0.52m,0.02m,N/A,0.02m,23rd Feb 05  
NCAA Football 07    ,XB,EA Sports  ,EA Sports  ,0.56m,0.42m,0.12m,N/A,0.01m,18th Jul 06  
NBA Showtime: NBA on NBC    ,PS,Midway Games  ,Eurocom Entertainment Software  ,0.55m,0.31m,0.21m,N/A,0.04m,31st Oct 99  
The Activision Decathlon    ,2600,Activision  ,Activision  ,0.55m,0.52m,0.03m,N/A,0.01m,01st Jan 83  
Rapala Tournament Fishing!    ,Wii,Activision  ,Magic Wand Productions  ,0.55m,0.51m,0.00m,N/A,0.04m,22nd Nov 06  
Derby Stallion 04    ,PS2,Enterbrain  ,ParityBit  ,0.55m,N/A,N/A,0.55m,N/A,22nd Apr 04  
NBA 2K8    ,PS3,2K Sports  ,Visual Concepts  ,0.55m,0.50m,0.01m,N/A,0.05m,02nd Oct 07  
Tony Hawk's Pro Skater 3    ,XB,Activision  ,Neversoft Entertainment  ,0.55m,0.34m,0.18m,N/A,0.02m,04th Mar 02  
Tiger Woods PGA Tour 13    ,PS3,Electronic Arts  ,EA Tiburon  ,0.55m,0.24m,0.22m,N/A,0.08m,27th Mar 12  
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!    ,PS2,Sega  ,Smilebit  ,0.55m,N/A,N/A,0.55m,N/A,07th Mar 02  
Rory McIlroy PGA Tour    ,PS4,Electronic Arts  ,EA Tiburon  ,0.55m,0.19m,0.27m,N/A,0.09m,14th Jul 15  
Barbie Horse Adventures: Riding Camp    ,DS,Activision  ,Pixel Tales  ,0.55m,0.50m,0.00m,N/A,0.04m,21st Oct 08  
NHL 14    ,X360,EA Sports  ,EA Canada  ,0.54m,0.40m,0.09m,N/A,0.05m,10th Sep 13  
FIFA 07 Soccer    ,XB,EA Sports  ,EA Canada  ,0.54m,0.16m,0.35m,N/A,0.04m,03rd Oct 06  
Gekikuukan Pro Yakyuu: At the End of the Century 1999    ,PS2,Square  ,SquareSoft  ,0.54m,N/A,N/A,0.54m,N/A,07th Sep 00  
Tiger Woods PGA Tour 08    ,X360,Electronic Arts  ,EA Tiburon  ,0.54m,0.49m,0.02m,N/A,0.04m,28th Aug 07  
Tiger Woods PGA Tour 11    ,Wii,EA Sports  ,EA Tiburon  ,0.54m,0.23m,0.26m,N/A,0.05m,08th Jun 10  
NBA Live 10    ,PS3,EA Sports  ,EA Canada  ,0.54m,0.46m,0.03m,0.01m,0.05m,06th Oct 09  
FIFA 18    ,PS3,EA Sports  ,EA Vancouver  ,0.54m,0.06m,0.40m,0.01m,0.08m,29th Sep 17  
FIFA 99    ,N64,EA Sports  ,EA Canada  ,0.54m,0.11m,0.39m,N/A,0.03m,30th Nov 98  
Mario Tennis Ultra Smash    ,WiiU,Nintendo  ,Camelot Software Planning  ,0.54m,0.16m,0.20m,0.15m,0.03m,20th Nov 15  
SSX Tricky    ,GC,EA Sports BIG   ,EA Canada  ,0.54m,0.42m,0.11m,N/A,0.01m,02nd Dec 01  
Summer Sports: Paradise Island    ,Wii,Destineer  ,Digital Embryo  ,0.54m,0.48m,0.02m,N/A,0.04m,15th Apr 08  
World Soccer Winning Eleven 7 International (JP version)    ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,0.54m,N/A,N/A,0.54m,N/A,19th Feb 04  
ESPN NBA Basketball    ,PS2,Sega  ,Visual Concepts  ,0.54m,0.26m,0.21m,N/A,0.07m,21st Oct 03  
Mat Hoffman's Pro BMX    ,PS,Activision  ,Shaba Games  ,0.54m,0.30m,0.20m,N/A,0.04m,14th May 01  
NBA Street Vol. 2    ,GC,EA Sports BIG   ,EA Canada  ,0.54m,0.41m,0.11m,N/A,0.01m,28th Apr 03  
NCAA March Madness 06    ,PS2,EA Sports  ,EA Canada  ,0.53m,0.45m,0.02m,N/A,0.07m,11th Oct 05  
NCAA March Madness 2005    ,PS2,EA Sports  ,EA Canada  ,0.53m,0.44m,0.02m,N/A,0.07m,17th Nov 04  
MLB SlugFest 20-04    ,PS2,Midway Games  ,Criterion Games  ,0.53m,0.26m,0.20m,N/A,0.07m,16th Mar 03  
Blitz: The League    ,XB,Midway Games  ,Midway Games  ,0.53m,0.40m,0.11m,N/A,0.02m,17th Oct 05  
Virtual Soccer    ,SNES,Hudson Soft  ,Probe Entertainment Limited  ,0.53m,N/A,N/A,0.53m,0.00m,01st Jan 94  
Winning Post    ,SNES,KOEI  ,Koei  ,0.53m,N/A,N/A,0.53m,N/A,10th Sep 93  
NBA 06    ,PS2,Sony Computer Entertainment  ,SCE San Diego Studio  ,0.53m,0.26m,0.20m,N/A,0.07m,01st Nov 05  
FIFA Soccer 12    ,PSP,EA Sports  ,EA Canada  ,0.53m,0.12m,0.26m,0.02m,0.13m,27th Sep 11  
Madden NFL 07    ,PS3,EA Sports  ,EA Tiburon  ,0.53m,0.48m,N/A,0.01m,0.04m,14th Nov 06  
J-League Soccer: Prime Goal 2    ,SNES,Namco  ,Namco  ,0.53m,N/A,N/A,0.53m,N/A,05th Aug 94  
Wayne Gretzky's 3D Hockey    ,N64,Midway Games  ,William's Entertainment  ,0.53m,0.49m,0.03m,N/A,0.00m,11th Nov 96  
Mario Tennis: Power Tour    ,GBA,Nintendo  ,Camelot Software Planning  ,0.52m,0.24m,0.09m,0.19m,0.01m,05th Dec 05  
Tiger Woods PGA Tour 11    ,X360,EA Sports  ,EA Tiburon  ,0.52m,0.28m,0.19m,N/A,0.05m,08th Jun 10  
NHL 17    ,PS4,EA Sports  ,EA Canada  ,0.52m,0.32m,0.11m,N/A,0.09m,13th Sep 16  
NBA Live 08    ,X360,Electronic Arts  ,EA Canada  ,0.52m,0.47m,0.00m,0.00m,0.04m,01st Oct 07  
FIFA 15    ,3DS,EA Sports  ,EA Canada  ,0.52m,0.09m,0.39m,N/A,0.03m,23rd Sep 14  
NCAA Football 2003    ,XB,EA Sports  ,EA Tiburon  ,0.52m,0.39m,0.11m,N/A,0.02m,20th Jul 02  
NBA Live 09    ,PS3,Electronic Arts  ,EA Canada  ,0.52m,0.46m,0.00m,0.02m,0.04m,07th Oct 08  
Madden NFL 13    ,Wii,EA Sports  ,EA Tiburon  ,0.52m,0.47m,N/A,N/A,0.05m,28th Aug 12  
Swing Away Golf    ,PS2,Electronic Arts  ,Tikipod  ,0.52m,0.17m,0.13m,0.18m,0.04m,25th Oct 00  
J-League Pro Soccer Club o Tsukurou! 3    ,PS2,Sega  ,Smilebit  ,0.52m,N/A,N/A,0.52m,N/A,05th Jun 03  
SSX On Tour    ,PS2,EA Sports BIG   ,EA Canada  ,0.52m,0.25m,0.20m,N/A,0.07m,11th Oct 05  
Tony Hawk's Pro Skater 3    ,GBA,Activision  ,Vicarious Visions  ,0.52m,0.37m,0.14m,N/A,0.01m,04th Mar 02  
NFL 2K3    ,XB,Sega  ,Visual Concepts  ,0.52m,0.38m,0.11m,N/A,0.02m,12th Aug 02  
NBA Live 2002    ,PS,EA Sports  ,EA Canada  ,0.52m,0.29m,0.19m,N/A,0.03m,30th Oct 01  
Fishing Derby    ,2600,Activision  ,Activision  ,0.51m,0.48m,0.03m,N/A,0.01m,01st Jan 80  
International Track & Field    ,PS,Konami  ,Konami  ,0.51m,0.08m,0.05m,0.35m,0.03m,28th Jun 96  
Madden NFL 2004    ,GC,EA Sports  ,EA Tiburon  ,0.51m,0.40m,0.10m,N/A,0.01m,12th Aug 03  
Jikkyou Powerful Pro Yakyuu 10    ,PS2,Konami  ,Diamond Head  ,0.51m,N/A,N/A,0.51m,N/A,17th Jul 03  
Virtual Pool    ,PS,Interplay  ,Celeris  ,0.51m,0.28m,0.19m,N/A,0.03m,28th Feb 97  
NBA Live 07    ,PSP,EA Sports  ,EA Canada  ,0.51m,0.47m,0.00m,N/A,0.04m,25th Sep 06  
Major League Baseball 2K10    ,X360,2K Sports  ,Visual Concepts  ,0.51m,0.47m,N/A,N/A,0.04m,02nd Mar 10  
Pro Evolution Soccer 2010    ,Wii,Konami  ,Konami  ,0.51m,0.12m,0.27m,0.06m,0.05m,10th Nov 09  
International Superstar Soccer 2000 (All region sales)    ,N64,Konami  ,KCEO  ,0.51m,0.01m,0.26m,0.22m,0.02m,03rd Aug 00  
NBA Live 2004    ,XB,EA Sports  ,EA Canada  ,0.51m,0.44m,0.04m,N/A,0.02m,14th Oct 03  
Tiger Woods PGA Tour 13    ,X360,Electronic Arts  ,EA Tiburon  ,0.51m,0.29m,0.18m,N/A,0.05m,27th Mar 12  
NHL 07    ,PS2,EA Sports  ,EA Montreal  ,0.51m,0.42m,0.02m,N/A,0.07m,12th Sep 06  
The BIGS    ,PS2,2K Sports  ,Blue Castle Games  ,0.51m,0.25m,0.19m,N/A,0.06m,25th Jun 07  
NHL 16    ,XOne,EA Sports  ,EA Canada  ,0.51m,0.41m,0.05m,N/A,0.05m,15th Sep 15  
NBA Ballers    ,XB,Midway Games  ,Midway  ,0.51m,0.37m,0.11m,N/A,0.02m,05th Apr 04  
NBA 2K11    ,Wii,2K Sports  ,Visual Concepts  ,0.51m,0.47m,0.01m,N/A,0.03m,05th Oct 10  
NHL FaceOff 98    ,PS,Sony Computer Entertainment  ,Killer Game  ,0.51m,0.28m,0.19m,N/A,0.03m,30th Sep 97  
FIFA 14    ,PSV,EA Sports  ,EA Canada  ,0.50m,0.08m,0.30m,0.01m,0.11m,24th Sep 13  
NHL 09    ,X360,Electronic Arts  ,EA Canada  ,0.50m,0.45m,0.01m,N/A,0.04m,09th Sep 08  
Major League Baseball 2K12    ,X360,Take-Two Interactive  ,"Visual Concepts, Ltd.  ",0.50m,0.47m,N/A,N/A,0.03m,06th Mar 12  
Tiger Woods PGA Tour 07    ,PS3,EA Sports  ,EA Redwood Shores  ,0.50m,0.31m,0.12m,N/A,0.07m,14th Nov 06  
Major League Baseball 2K13    ,X360,2K Sports  ,"Visual Concepts, Ltd.  ",0.50m,0.45m,N/A,N/A,0.05m,05th Mar 13  
Sega Bass Fishing    ,Wii,Sega  ,Cavia Inc.  ,0.50m,0.45m,0.01m,0.00m,0.04m,26th Feb 08  
Pro Evolution Soccer 2012    ,X360,Konami  ,Konami  ,0.50m,0.10m,0.34m,N/A,0.06m,27th Sep 11  
Bases Loaded '96: Double Header    ,PS,Jaleco  ,Jaleco Entertainment  ,0.50m,0.28m,0.19m,N/A,0.03m,01st Dec 95  
NBA Street Homecourt    ,X360,EA Sports  ,EA Canada  ,0.50m,0.45m,0.01m,0.00m,0.04m,20th Feb 07  
Madden NFL 11    ,PS2,EA Sports  ,EA Tiburon  ,0.50m,0.41m,0.02m,N/A,0.07m,10th Aug 10  
Tony Hawk's Underground 2    ,GC,Activision  ,Neversoft Entertainment  ,0.50m,0.38m,0.10m,N/A,0.01m,04th Oct 04  
Super Famista 5    ,SNES,Namco  ,Namco  ,0.50m,N/A,N/A,0.50m,0.00m,29th Feb 96  
Pro Evolution Soccer 2019    ,PS4,Konami  ,Konami  ,0.50m,0.06m,0.23m,0.15m,0.05m,28th Aug 18  
RealSports Tennis    ,2600,Atari  ,Atari  ,0.50m,0.46m,0.03m,N/A,0.01m,01st Jan 83  
Madden NFL 07    ,Wii,EA Sports  ,HB Studios  ,0.50m,0.46m,0.00m,N/A,0.04m,14th Nov 06  
Tony Hawk's Underground 2    ,GBA,Activision  ,Vicarious Visions  ,0.49m,0.35m,0.13m,N/A,0.01m,04th Oct 04  
Tony Hawk's Project 8    ,X360,Activision  ,Neversoft Entertainment  ,0.49m,0.44m,0.02m,0.00m,0.04m,07th Nov 06  
Ice Hockey    ,2600,Activision  ,Activision  ,0.49m,0.46m,0.03m,N/A,0.01m,01st Jan 81  
FIFA 13    ,WiiU,EA Sports  ,EA Canada  ,0.49m,0.18m,0.28m,N/A,0.04m,18th Nov 12  
Mario Golf: World Tour    ,3DS,Nintendo  ,Camelot Software Planning  ,0.49m,0.14m,0.15m,0.18m,0.03m,02nd May 14  
FIFA Soccer 64    ,N64,EA Sports  ,EA Canada  ,0.49m,0.16m,0.30m,N/A,0.03m,28th Feb 97  
J-League Pro Soccer Club wo Tsukurou! 2    ,SAT,Sega  ,Sega  ,0.49m,N/A,N/A,0.49m,N/A,20th Nov 97  
Backyard Baseball    ,PS2,Atari  ,Humongous Entertainment  ,0.49m,0.24m,0.19m,N/A,0.06m,23rd Mar 04  
Barbie Horse Adventures: Wild Horse Rescue    ,PS2,Universal Interactive  ,Blitz Games  ,0.49m,0.24m,0.19m,N/A,0.06m,04th Nov 03  
Virtua Tennis 4: World Tour    ,PSV,Sega  ,Sega  ,0.49m,0.04m,0.34m,0.01m,0.09m,14th Feb 12  
Mario & Sonic at the Rio 2016 Olympic Games    ,WiiU,Nintendo  ,Sega Sports R&D  ,0.49m,0.10m,0.23m,0.13m,0.03m,24th Jun 16  
FIFA Soccer 09    ,DS,Electronic Arts  ,Exient Ltd.  ,0.49m,0.12m,0.31m,N/A,0.06m,14th Oct 08  
Football Manager Handheld 2009    ,PSP,Sega  ,Sports Interactive  ,0.48m,N/A,0.47m,N/A,0.02m,14th Nov 08  
NFL Street 2    ,XB,EA Sports BIG   ,EA Tiburon  ,0.48m,0.36m,0.11m,N/A,0.02m,22nd Dec 04  
Bass Pro Shops: The Strike    ,Wii,XS Games  ,Griffin International  ,0.48m,0.44m,N/A,N/A,0.04m,29th Sep 09  
Tiger Woods PGA Tour 07    ,X360,EA Sports  ,EA Redwood Shores  ,0.48m,0.44m,0.00m,N/A,0.04m,17th Oct 06  
All-Star Baseball 99    ,N64,Acclaim Entertainment  ,Iguana Entertainment  ,0.48m,0.44m,0.04m,N/A,0.00m,30th Apr 98  
NCAA Football 09     ,PS2,EA Sports  ,EA Tiburon  ,0.48m,0.40m,0.02m,N/A,0.07m,15th Jul 08  
Steep    ,XOne,Ubisoft  ,Ubisoft Annecy  ,0.48m,0.24m,0.20m,N/A,0.04m,02nd Dec 16  
NFL Xtreme 2    ,PS,989 Studios  ,989 Sports  ,0.48m,0.27m,0.18m,N/A,0.03m,30th Jun 99  
Tiger Woods PGA Tour 06    ,XB,EA Sports  ,EA Sports  ,0.48m,0.35m,0.11m,N/A,0.02m,20th Sep 05  
FIFA World Cup Germany 2006    ,X360,EA Sports  ,EA Canada  ,0.48m,0.19m,0.27m,0.01m,N/A,24th Apr 06  
NBA Live 99    ,N64,EA Sports  ,NuFX  ,0.47m,0.45m,0.02m,N/A,0.00m,04th Nov 98  
NBA Live 07    ,X360,EA Sports  ,EA Canada  ,0.47m,0.43m,0.00m,N/A,0.04m,25th Sep 06  
2010 FIFA World Cup South Africa    ,PSP,EA Sports  ,EA Canada  ,0.47m,0.09m,0.23m,0.03m,0.12m,27th Apr 10  
Inazuma Eleven 3: Sekai e no Chousen!! The Ogre    ,DS,Level 5  ,Level 5  ,0.47m,N/A,N/A,0.47m,N/A,16th Dec 10  
NBA Ballers: Phenom    ,PS2,Midway Games  ,Midway  ,0.47m,0.23m,0.18m,N/A,0.06m,05th Apr 06  
Active Life: Extreme Challenge    ,Wii,Namco Bandai  ,High Horse Entertainment  ,0.47m,0.14m,0.27m,N/A,0.06m,11th Aug 09  
World Soccer Winning Eleven 8: Liveware Evolution    ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,0.47m,N/A,N/A,0.47m,N/A,24th Mar 05  
Madden NFL 17    ,X360,EA Sports  ,EA Tiburon  ,0.47m,0.37m,0.05m,N/A,0.05m,23rd Aug 16  
NHL 97    ,PS,EA Sports  ,Visual Concepts  ,0.47m,0.26m,0.18m,N/A,0.03m,31st Oct 96  
Tiger Woods PGA Tour 07    ,Wii,EA Sports  ,EA Redwood Shores  ,0.47m,0.43m,0.00m,N/A,0.04m,13th Mar 07  
FIFA Soccer 13    ,PSV,EA Sports  ,EA Canada  ,0.46m,N/A,0.32m,0.05m,0.10m,25th Sep 12  
Mat Hoffman's Pro BMX 2    ,PS2,Activision  ,Rainbow Studios  ,0.46m,0.23m,0.18m,N/A,0.06m,12th Aug 02  
