title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Suikoden V    ,PS2,Konami  ,Hudson Soft  ,7.9  ,N/A  ,0.35m,0.08m,0.06m,0.19m,0.02m,21st Mar 06  
Disgaea 5: Alliance of Vengeance    ,PS4,NIS America  ,Nippon Ichi Software  ,N/A  ,N/A  ,0.35m,0.15m,0.08m,0.07m,0.05m,06th Oct 15  
Persona 2: Eternal Punishment    ,PS,Atlus  ,Atlus Co.  ,8.7  ,N/A  ,0.35m,0.03m,0.02m,0.28m,0.02m,22nd Dec 00  
Might & Magic Heroes VI    ,PC,Ubisoft  ,Black Hole Games  ,7.4  ,N/A  ,0.35m,0.15m,0.14m,N/A,0.05m,13th Oct 11  
From TV Animation One Piece: Tobidase Kaizokudan!    ,PS,Bandai  ,Bandai  ,N/A  ,N/A  ,0.35m,N/A,N/A,0.32m,0.02m,02nd Aug 01  
World of Final Fantasy    ,PSV,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.35m,0.09m,0.11m,0.09m,0.06m,25th Oct 16  
EverGrace    ,PS2,Agetec  ,From Software  ,6.2  ,N/A  ,0.35m,0.10m,0.08m,0.15m,0.03m,24th Oct 00  
Lunar 2: Eternal Blue Complete    ,PS,Working Designs  ,Game Arts  ,8.1  ,N/A  ,0.35m,0.19m,0.13m,N/A,0.02m,15th Dec 00  
Odin Sphere: Leifthrasir    ,PS4,Atlus  ,Vanillaware  ,N/A  ,N/A  ,0.34m,0.14m,0.07m,0.09m,0.04m,07th Jun 16  
Star Ocean: Second Evolution    ,PSP,Square Enix  ,TOSE Software  ,8.0  ,N/A  ,0.34m,0.14m,0.02m,0.16m,0.02m,20th Jan 09  
Divinity: Original Sin    ,PS4,Focus Home Interactive  ,Larian Studios  ,N/A  ,N/A  ,0.34m,0.13m,0.13m,0.04m,0.05m,27th Oct 15  
Disgaea 5 Complete    ,NS,NIS America  ,Nippon Ichi Software  ,9.0  ,N/A  ,0.34m,0.15m,0.11m,0.05m,0.02m,23rd May 17  
Lord of Arcana    ,PSP,Square Enix  ,Square Enix  ,4.7  ,N/A  ,0.34m,0.08m,0.05m,0.17m,0.04m,25th Jan 11  
Untold Legends: The Warriors Code    ,PSP,Sony Online Entertainment  ,Sony Online Entertainment  ,6.8  ,N/A  ,0.33m,0.14m,0.12m,N/A,0.08m,28th Mar 06  
Valkyria Chronicles Remastered    ,PS4,Sega  ,Sega  ,N/A  ,N/A  ,0.33m,0.14m,0.08m,0.08m,0.04m,17th May 16  
Jeanne d'Arc    ,PSP,Sony Computer Entertainment  ,Level 5  ,8.4  ,N/A  ,0.33m,0.21m,N/A,0.10m,0.02m,21st Aug 07  
Tales of the World: Radiant Mythology 2    ,PSP,Namco Bandai  ,Alfa System  ,N/A  ,N/A  ,0.33m,N/A,N/A,0.33m,N/A,29th Jan 09  
Etrian Odyssey    ,DS,Atlus  ,Atlus Co. / Lancarse  ,7.4  ,N/A  ,0.33m,0.19m,0.03m,0.09m,0.02m,15th May 07  
Shin Megami Tensei: Devil Summoner: Soul Hackers    ,3DS,Atlus  ,Atlus  ,N/A  ,N/A  ,0.33m,0.14m,0.03m,0.14m,0.02m,16th Apr 13  
Disgaea 2: Cursed Memories    ,PS2,NIS America  ,Nippon Ichi Software  ,7.9  ,N/A  ,0.33m,0.09m,0.07m,0.15m,0.02m,29th Aug 06  
Resonance of Fate    ,X360,Sega  ,tri-Ace  ,7.4  ,N/A  ,0.33m,0.12m,0.13m,0.06m,0.03m,16th Mar 10  
Disgaea: Hour of Darkness    ,PS2,Atlus  ,Nippon Ichi Software  ,8.8  ,N/A  ,0.33m,0.16m,0.13m,N/A,0.04m,27th Aug 03  
Tokyo Mirage Sessions #FE    ,WiiU,Nintendo  ,Atlus  ,8.0  ,N/A  ,0.33m,0.17m,0.06m,0.08m,0.02m,24th Jun 16  
Dark Souls: Remastered    ,NS,Bandai Namco Entertainment  ,From Software  ,8.8  ,9.0  ,0.33m,0.16m,0.11m,0.03m,0.03m,19th Oct 18  
Fable III    ,PC,Microsoft Game Studios  ,Lionhead Studios  ,7.0  ,N/A  ,0.33m,0.11m,0.17m,N/A,0.05m,17th May 11  
Fate/Extra    ,PSP,Aksys Games  ,imageepoch Inc.  ,N/A  ,N/A  ,0.33m,0.19m,0.01m,0.10m,0.03m,01st Nov 11  
The Witcher: Enhanced Edition    ,PC,Atari  ,CD Projekt Red Studio  ,8.3  ,N/A  ,0.33m,0.32m,0.01m,N/A,N/A,16th Sep 08  
Final Fantasy XI: Wings of the Goddess    ,X360,Square Enix  ,Square Enix  ,6.5  ,N/A  ,0.32m,0.28m,0.00m,0.02m,0.03m,20th Nov 07  
One Piece: Romance Dawn    ,PSP,Namco Bandai Games  ,Three Rings  ,N/A  ,N/A  ,0.32m,N/A,N/A,0.32m,N/A,20th Dec 12  
Marvel: Ultimate Alliance 2    ,Wii,Activision  ,n-Space  ,5.6  ,N/A  ,0.32m,0.25m,0.05m,N/A,0.03m,15th Sep 09  
Eternal Sonata    ,X360,Namco Bandai  ,Tri-Crescendo  ,7.9  ,N/A  ,0.32m,0.19m,0.04m,0.08m,0.02m,17th Sep 07  
Shin Megami Tensei: Persona 2: Innocent Sin    ,PSP,Atlus  ,Atlus Co.  ,7.0  ,N/A  ,0.32m,0.14m,0.04m,0.11m,0.04m,20th Sep 11  
Dragon Quest Monsters 1·2    ,PS,Enix  ,TOSE  ,N/A  ,N/A  ,0.32m,N/A,N/A,0.30m,0.02m,30th May 02  
Folklore    ,PS3,Sony Computer Entertainment  ,Game Republic  ,7.5  ,8.7  ,0.32m,0.20m,0.04m,0.05m,0.03m,09th Oct 07  
Shin Momotarou Densetsu    ,SNES,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.32m,N/A,N/A,0.32m,N/A,24th Dec 93  
Live A Live    ,SNES,Square  ,SquareSoft  ,N/A  ,N/A  ,0.32m,N/A,N/A,0.32m,N/A,02nd Sep 94  
Shin Megami Tensei: Devil Survivor 2    ,DS,Atlus  ,Atlus Co.  ,N/A  ,N/A  ,0.31m,0.16m,0.02m,0.12m,0.01m,28th Feb 12  
Etrian Odyssey III: The Drowned City    ,DS,Atlus  ,Atlus Co. / Lancarse  ,7.3  ,N/A  ,0.31m,0.12m,N/A,0.19m,0.01m,21st Sep 10  
MonHun Nikki: Poka Poka Ailu Mura G    ,PSP,Capcom  ,From Software  ,N/A  ,N/A  ,0.31m,N/A,N/A,0.31m,N/A,10th Aug 11  
Monster Lab    ,Wii,Eidos Interactive  ,Backbone Entertainment  ,N/A  ,N/A  ,0.31m,0.27m,0.02m,N/A,0.02m,04th Nov 08  
Digimon World: Dawn / Dusk    ,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.31m,0.12m,N/A,0.18m,0.01m,18th Sep 07  
Pandora's Tower    ,Wii,Xseed Games  ,Ganbarion  ,N/A  ,N/A  ,0.31m,0.11m,0.10m,0.08m,0.03m,16th Apr 13  
Dragon Quest Builders: Revive Alefgard    ,PSV,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.31m,N/A,N/A,0.31m,N/A,11th Oct 16  
Devil Summoner: Soul Hackers    ,SAT,Atlus  ,Atlus Co.  ,N/A  ,N/A  ,0.31m,N/A,N/A,0.31m,N/A,13th Nov 97  
Final Fantasy IV    ,PS,SquareSoft  ,SquareSoft  ,N/A  ,N/A  ,0.31m,N/A,N/A,0.29m,0.02m,29th Jun 01  
RPG Tsukuru 2    ,SNES,ASCII Entertainment  ,Kuusou Kagaku  ,N/A  ,N/A  ,0.31m,N/A,N/A,0.31m,0.00m,31st Jan 96  
Orphen: Scion of Sorcery    ,PS2,Activision  ,Shade  ,N/A  ,N/A  ,0.31m,0.15m,0.12m,N/A,0.04m,23rd Oct 00  
Sword Art Online: Hollow Fragment    ,PSV,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,0.30m,N/A,N/A,0.30m,N/A,19th Aug 14  
2nd Super Robot Wars Original Generation    ,PS3,Namco Bandai Games  ,TOSE  ,N/A  ,N/A  ,0.30m,N/A,N/A,0.30m,N/A,29th Nov 12  
Kingdoms of Amalur: Reckoning    ,PC,Electronic Arts  ,38 Studios  ,N/A  ,N/A  ,0.30m,0.14m,0.13m,N/A,0.03m,07th Feb 12  
Blazing Heroes    ,SAT,Sega  ,Micro Cabin  ,N/A  ,N/A  ,0.30m,N/A,N/A,0.30m,0.00m,01st Jan 96  
Magna Carta 2    ,X360,Namco Bandai  ,SoftMax  ,6.6  ,N/A  ,0.30m,0.13m,0.07m,0.07m,0.02m,13th Oct 09  
Fossil Fighters (JP sales)    ,DS,Nintendo  ,RED Entertainment  ,N/A  ,N/A  ,0.30m,N/A,N/A,0.30m,N/A,10th Aug 09  
Daikaijyuu Monogatari    ,SNES,Hudson Soft  ,Birthday  ,N/A  ,N/A  ,0.30m,N/A,N/A,0.30m,N/A,22nd Dec 94  
Eternal Ring    ,PS2,Agetec  ,From Software  ,N/A  ,N/A  ,0.30m,0.10m,0.07m,0.10m,0.03m,24th Oct 00  
Final Fantasy Type-0 HD    ,XOne,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.30m,0.20m,0.07m,N/A,0.03m,17th Mar 15  
Far East of Eden Zero    ,SNES,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.30m,N/A,N/A,0.30m,0.00m,22nd Dec 95  
Radiant Historia    ,DS,Atlus  ,Atlus Co.  ,8.5  ,N/A  ,0.30m,0.19m,N/A,0.09m,0.02m,22nd Feb 11  
Sword Art Online: Fatal Bullet    ,PS4,Namco Bandai Games  ,Dimps Corporation  ,N/A  ,N/A  ,0.29m,0.11m,0.03m,0.13m,0.03m,23rd Feb 18  
Grandia II     ,PS2,Ubisoft  ,Game Arts  ,7.4  ,N/A  ,0.29m,0.14m,0.11m,N/A,0.04m,28th Jan 02  
Fable: The Journey    ,X360,Microsoft Studios  ,Lionhead Studios  ,N/A  ,N/A  ,0.29m,0.19m,0.08m,N/A,0.03m,09th Oct 12  
Guardian Heroes    ,SAT,Sega  ,"Treasure Co., Ltd.  ",N/A  ,N/A  ,0.29m,N/A,N/A,0.29m,N/A,25th Jan 96  
Glory of Heracles    ,DS,Nintendo  ,Paon Corporation  ,6.8  ,N/A  ,0.29m,0.19m,N/A,0.08m,0.02m,18th Jan 10  
X-Men Legends II: Rise of Apocalypse    ,PSP,Activision  ,Vicarious Visions  ,8.5  ,N/A  ,0.29m,0.25m,0.01m,N/A,0.02m,18th Oct 05  
NieR    ,X360,Square Enix  ,Cavia Inc.  ,6.4  ,N/A  ,0.29m,0.13m,0.10m,0.04m,0.02m,27th Apr 10  
Atelier Iris 3: Grand Phantasm (US Sales)    ,PS2,NIS America  ,Gust  ,6.1  ,N/A  ,0.29m,0.14m,0.11m,N/A,0.04m,29th May 07  
The Lord of the Rings: The Third Age    ,GC,Electronic Arts  ,EA Redwood Shores  ,7.9  ,N/A  ,0.29m,0.22m,0.06m,N/A,0.01m,02nd Nov 04  
Pirates of the Caribbean    ,XB,Bethesda Softworks  ,Akella  ,N/A  ,N/A  ,0.29m,0.22m,0.06m,N/A,0.01m,01st Jul 03  
RPG Maker    ,PS,Agetec  ,Kuusou Kagaku  ,N/A  ,N/A  ,0.29m,N/A,N/A,0.29m,N/A,19th Sep 00  
The Legend of Legacy    ,3DS,Atlus  ,Cattle Call  ,6.0  ,N/A  ,0.29m,0.14m,0.02m,0.11m,0.02m,13th Oct 15  
Disgaea 3: Absence of Detention    ,PSV,NIS America  ,Nippon Ichi Software  ,N/A  ,N/A  ,0.29m,0.11m,0.06m,0.07m,0.04m,17th Apr 12  
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan    ,SNES,Angel Studios  ,Unknown  ,N/A  ,N/A  ,0.29m,N/A,N/A,0.29m,0.00m,21st Dec 91  
"Sakura Wars: So Long, My Love    ",PS2,NIS America  ,RED Entertainment  ,8.8  ,N/A  ,0.29m,0.07m,0.05m,0.15m,0.02m,30th Mar 10  
Final Fantasy X-2: International + Last Mission    ,PS2,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.29m,N/A,N/A,0.29m,N/A,19th Feb 04  
Ever Oasis    ,3DS,Nintendo  ,GREZZO  ,8.1  ,N/A  ,0.29m,0.13m,0.08m,0.05m,0.02m,23rd Jun 17  
Dragon Quest: Shounen Yangus to Fushigi no Dungeon     ,PS2,Square Enix  ,Cavia Inc.  ,N/A  ,N/A  ,0.29m,N/A,N/A,0.29m,N/A,20th Apr 06  
Tales of Phantasia    ,GBA,Nintendo  ,Wolfteam / Namco Tales Studio  ,7.0  ,N/A  ,0.29m,0.08m,0.03m,0.17m,0.01m,06th Mar 06  
Shadow Hearts    ,PS2,Midway Games  ,Sacnoth  ,7.0  ,N/A  ,0.28m,0.09m,0.07m,0.10m,0.02m,11th Dec 01  
Dark Souls II: Scholar of the First Sin    ,XOne,Namco Bandai Games  ,From Software  ,N/A  ,N/A  ,0.28m,0.19m,0.07m,N/A,0.03m,07th Apr 15  
Yu-Gi-Oh! Double Pack    ,GBA,Konami  ,Konami  ,N/A  ,N/A  ,0.28m,0.20m,0.08m,N/A,0.01m,21st Feb 06  
Digimon Adventure: Anode Tamer    ,WS,Bandai  ,Bandai  ,N/A  ,N/A  ,0.28m,N/A,N/A,0.28m,N/A,16th Dec 99  
Final Fantasy VI Advance    ,GBA,Nintendo  ,Square Enix  ,9.1  ,N/A  ,0.28m,N/A,N/A,0.28m,0.01m,05th Feb 07  
Tales of the World: Radiant Mythology 3    ,PSP,Namco Bandai  ,Alfa System  ,N/A  ,N/A  ,0.28m,N/A,N/A,0.28m,N/A,10th Feb 11  
Wild ARMs 5    ,PS2,Xseed Games  ,Media.Vision  ,7.5  ,N/A  ,0.28m,0.14m,0.11m,N/A,0.04m,28th Aug 07  
Soul Nomad & the World Eaters    ,PS2,NIS America  ,Nippon Ichi Software  ,N/A  ,N/A  ,0.28m,0.14m,0.11m,N/A,0.04m,25th Sep 07  
Secret of Mana    ,PS4,Square Enix  ,Square  ,N/A  ,N/A  ,0.28m,0.06m,0.12m,0.05m,0.04m,15th Feb 18  
Yu-Gi-Oh! Monster Capsule Breed & Battle    ,PS,Konami  ,Konami Computer Entertainment Shinjuku  ,N/A  ,N/A  ,0.28m,N/A,N/A,0.26m,0.02m,23rd Jul 98  
Shin Megami Tensei: Strange Journey    ,DS,Atlus  ,Atlus Co.  ,8.0  ,N/A  ,0.28m,0.13m,N/A,0.14m,0.01m,23rd Mar 10  
Etrian Mystery Dungeon    ,3DS,Atlus  ,Spike Chunsoft  ,7.6  ,N/A  ,0.28m,0.11m,0.01m,0.14m,0.01m,07th Apr 15  
Mass Effect 3    ,WiiU,Electronic Arts  ,BioWare  ,9.2  ,N/A  ,0.28m,0.14m,0.12m,N/A,0.02m,18th Nov 12  
Final Fantasy X International    ,PS2,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.27m,N/A,N/A,0.27m,N/A,19th Feb 04  
Etrian Odyssey V: Beyond the Myth    ,3DS,Atlus  ,Atlus  ,7.9  ,N/A  ,0.27m,0.11m,0.01m,0.14m,0.01m,17th Oct 17  
Baten Kaitos: Eternal Wings and the Lost Ocean    ,GC,Namco  ,tri-Crescendo / Monolith Soft  ,8.2  ,N/A  ,0.27m,0.21m,0.05m,N/A,0.01m,16th Nov 04  
Final Fantasy XI: Ultimate Collection    ,X360,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.27m,0.25m,N/A,N/A,0.02m,10th Nov 09  
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu    ,GB,ChunSoft  ,Aquamarine  ,N/A  ,N/A  ,0.27m,N/A,N/A,0.27m,N/A,22nd Nov 96  
Yu-Gi-Oh! The Sacred Cards (JP weekly sales)    ,GBA,Konami  ,Konami  ,N/A  ,N/A  ,0.27m,N/A,N/A,0.26m,0.01m,04th Nov 03  
Medarot 3: Kabuto / Kuwagata Version    ,GB,Imagineer  ,Natsume  ,N/A  ,N/A  ,0.27m,N/A,N/A,0.27m,0.00m,23rd Jul 00  
Fullmetal Alchemist 2: Curse of the Crimson Elixir    ,PS2,Square Enix  ,Racjin  ,N/A  ,N/A  ,0.27m,0.13m,0.10m,N/A,0.03m,12th Jul 05  
Dragon Age Origins: Awakening    ,PS3,Electronic Arts  ,BioWare Corp.  ,8.3  ,N/A  ,0.27m,0.24m,N/A,N/A,0.02m,16th Mar 10  
Magical Vacation    ,GBA,Nintendo  ,Brownie Brown  ,N/A  ,N/A  ,0.27m,N/A,N/A,0.26m,0.01m,07th Dec 01  
Alundra 2: A New Legend Begins    ,PS,Activision  ,Matrix Software  ,7.1  ,N/A  ,0.27m,0.15m,0.10m,N/A,0.02m,29th Feb 00  
 The Snack World: TreJarers    ,3DS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.27m,N/A,N/A,0.27m,N/A,10th Aug 17  
Jade Cocoon: Story of the Tamamayu    ,PS,Crave Entertainment  ,Genki  ,N/A  ,N/A  ,0.27m,0.15m,0.10m,N/A,0.02m,29th Jul 99  
Suikoden Tierkreis    ,DS,Konami  ,Konami  ,7.7  ,N/A  ,0.27m,0.09m,0.02m,0.15m,0.01m,17th Mar 09  
The World Ends with You: Final Remix    ,NS,Nintendo  ,Square Enix  ,7.4  ,N/A  ,0.27m,0.14m,0.08m,0.03m,0.02m,12th Oct 18  
Atelier Ayesha: The Alchemist of Dusk    ,PS3,Tecmo Koei  ,Gust  ,N/A  ,N/A  ,0.27m,0.06m,0.04m,0.14m,0.02m,05th Mar 13  
Tales of Eternia    ,PSP,Ubisoft  ,Namco  ,8.0  ,N/A  ,0.26m,N/A,0.01m,0.25m,0.00m,10th Feb 06  
Dungeons & Dragons: Eye of the Beholder    ,GBA,Atari  ,Pronto Games  ,4.8  ,N/A  ,0.26m,0.19m,0.07m,N/A,0.00m,30th Oct 02  
Etrian Odyssey: Millennium Girl    ,3DS,Atlus  ,Atlus  ,8.1  ,N/A  ,0.26m,0.10m,0.01m,0.14m,0.01m,01st Oct 13  
Etrian Odyssey II: Heroes of Lagaard    ,DS,Atlus  ,Atlus Co. / Lancarse  ,8.4  ,N/A  ,0.26m,0.09m,N/A,0.16m,0.01m,13th Jun 08  
King's Field II    ,PS,ASCII Entertainment  ,From Software  ,7.3  ,N/A  ,0.26m,0.08m,0.06m,0.11m,0.02m,31st Oct 96  
Shin Megami Tensei: Devil Survivor    ,DS,Atlus  ,Atlus Co.  ,8.4  ,8.8  ,0.26m,0.13m,N/A,0.12m,0.01m,23rd Jun 09  
Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova    ,3DS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.26m,N/A,N/A,0.26m,N/A,05th Dec 13  
Tales of Innocence    ,DS,Namco Bandai  ,Alfa System  ,N/A  ,N/A  ,0.26m,N/A,N/A,0.26m,N/A,06th Dec 07  
Phantasy Star Universe: Ambition of the Illuminus     ,PS2,Sega  ,Sonic Team  ,N/A  ,N/A  ,0.26m,0.10m,0.08m,0.05m,0.03m,20th Nov 07  
Stella Glow    ,3DS,Atlus  ,imageepoch Inc.  ,7.5  ,8.0  ,0.26m,0.17m,0.01m,0.06m,0.02m,17th Nov 15  
Final Fantasy V Advance    ,GBA,Nintendo  ,Square Enix  ,8.2  ,N/A  ,0.26m,N/A,N/A,0.26m,0.01m,06th Nov 06  
Sword Art Online: Hollow Realization    ,PSV,Namco Bandai Games  ,Aquria  ,N/A  ,N/A  ,0.26m,N/A,0.08m,0.16m,0.02m,01st Jan 18  
The Legend of Heroes: Trails of Cold Steel II    ,PSV,Xseed Games  ,Nihon Falcom Corporation  ,N/A  ,N/A  ,0.26m,0.06m,0.04m,0.13m,0.03m,06th Sep 16  
Dungeons & Dragons Heroes     ,XB,Atari  ,Atari  ,N/A  ,N/A  ,0.26m,0.19m,0.06m,N/A,0.01m,17th Sep 03  
Legaia 2: Duel Saga    ,PS2,Eidos Interactive  ,Contrail  ,N/A  ,N/A  ,0.26m,0.13m,0.10m,N/A,0.03m,01st Oct 02  
Kingdom Hearts II: Final Mix +    ,PS2,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.26m,N/A,N/A,0.26m,N/A,29th Mar 07  
"What Did I Do to Deserve This, My Lord!? 2      ",PSP,NIS America  ,Acquire  ,N/A  ,N/A  ,0.26m,0.06m,0.00m,0.18m,0.01m,04th May 10  
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV    ,SAT,Hudson Soft  ,RED Company  ,N/A  ,N/A  ,0.26m,N/A,N/A,0.26m,N/A,14th Jan 97  
Doukyuusei if    ,SAT,NEC  ,Elf  ,N/A  ,N/A  ,0.26m,N/A,N/A,0.26m,N/A,09th Aug 96  
Baldur's Gate: Dark Alliance II    ,XB,Interplay  ,Black Isle Studios  ,N/A  ,N/A  ,0.26m,0.19m,0.06m,N/A,0.01m,20th Jan 04  
Game of Thrones    ,X360,Atlus  ,Cyanide Studios  ,N/A  ,N/A  ,0.26m,0.15m,0.08m,N/A,0.02m,15th May 12  
Crusaders of Might and Magic    ,PS,3DO  ,3DO  ,6.0  ,N/A  ,0.25m,0.14m,0.10m,N/A,0.02m,29th Feb 00  
Final Fantasy Crystal Chronicles: Echoes of Time    ,Wii,Square Enix  ,Square Enix  ,6.9  ,N/A  ,0.25m,0.13m,0.06m,0.05m,0.02m,24th Mar 09  
Hunted: The Demon's Forge    ,PS3,Bethesda Softworks  ,InXile Entertainment  ,6.1  ,N/A  ,0.25m,0.12m,0.09m,0.02m,0.03m,31st May 11  
The Legend of Heroes: Trails of Cold Steel    ,PSV,Xseed Games  ,Nihon Falcom Corporation  ,N/A  ,N/A  ,0.25m,0.05m,0.03m,0.14m,0.03m,22nd Dec 15  
Dinosaur King    ,DS,Sega  ,Climax Entertainment  ,N/A  ,N/A  ,0.25m,0.06m,0.00m,0.19m,N/A,23rd Sep 08  
Beyblade: Metal Fusion    ,DS,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.25m,0.07m,0.03m,0.14m,0.01m,09th Nov 10  
Final Fantasy II    ,WS,Square  ,SquareSoft  ,N/A  ,N/A  ,0.25m,N/A,N/A,0.25m,0.00m,02nd May 01  
Marie no Atelier: Salburg no Renkinjutsushi    ,PS,Gust  ,Gust  ,N/A  ,N/A  ,0.25m,N/A,N/A,0.23m,0.02m,23rd May 97  
Marvel: Ultimate Alliance 2    ,PSP,Activision  ,Savage Entertainment  ,N/A  ,N/A  ,0.25m,0.17m,0.04m,N/A,0.04m,15th Sep 09  
Disgaea 2: Dark Hero Days    ,PSP,NIS America  ,Nippon Ichi Software  ,8.1  ,N/A  ,0.25m,0.10m,0.01m,0.12m,0.02m,08th Sep 09  
Hybrid Heaven    ,N64,Konami  ,KCEO  ,7.0  ,N/A  ,0.25m,0.16m,0.04m,0.05m,0.00m,01st Sep 99  
The Elder Scrolls IV: Oblivion    ,PC,Take-Two Interactive  ,Bethesda Softworks  ,9.2  ,N/A  ,0.25m,0.01m,0.21m,N/A,0.04m,07th Jul 09  
Medabots AX: Metabee / Rokusho Ver.    ,GBA,Natsume  ,"Imagineer Co., Ltd.  ",N/A  ,N/A  ,0.25m,0.18m,0.07m,N/A,0.00m,25th Jun 02  
Freshly-Picked: Tingle's Rosy Rupeeland    ,DS,Nintendo  ,Vanpool  ,N/A  ,N/A  ,0.25m,N/A,0.01m,0.24m,0.00m,14th Sep 07  
Grandia    ,PS,Sony Computer Entertainment  ,Game Arts  ,8.4  ,9.0  ,0.25m,0.14m,0.09m,N/A,0.02m,30th Sep 99  
Ys: Memories of Celceta    ,PSV,Xseed Games  ,Nihon Falcom Corporation  ,N/A  ,N/A  ,0.25m,0.10m,0.01m,0.10m,0.04m,26th Nov 13  
Monster Hunter G    ,Wii,Capcom  ,Capcom  ,N/A  ,N/A  ,0.25m,N/A,N/A,0.25m,N/A,23rd Apr 09  
Final Fantasy XI: Chains of Promathia    ,PS2,Square Enix  ,Square Enix  ,7.3  ,N/A  ,0.25m,0.12m,0.09m,N/A,0.03m,21st Sep 04  
X-Men Legends II: Rise of Apocalypse    ,GC,Activision  ,Raven Software  ,8.2  ,N/A  ,0.25m,0.19m,0.05m,N/A,0.01m,20th Sep 05  
Valkyria Chronicles 4    ,PS4,Sega  ,Sega  ,N/A  ,N/A  ,0.25m,0.10m,0.03m,0.08m,0.03m,25th Sep 18  
Tales of Hearts    ,DS,Namco Bandai  ,Namco Tales Studio  ,N/A  ,N/A  ,0.24m,N/A,N/A,0.24m,N/A,18th Dec 08  
Digimon World: Data Squad    ,PS2,Namco Bandai  ,Bec  ,N/A  ,N/A  ,0.24m,0.12m,0.09m,N/A,0.03m,18th Sep 07  
Atelier Meruru: Alchemist of Arland 3    ,PS3,NIS America  ,Gust  ,N/A  ,N/A  ,0.24m,0.05m,0.00m,0.18m,0.01m,22nd May 12  
7th Dragon III Code: VFD    ,3DS,Sega  ,Sega  ,7.5  ,N/A  ,0.24m,0.06m,0.04m,0.13m,0.01m,12th Jul 16  
Lunar: Silver Star Harmony    ,PSP,Xseed Games  ,Game Arts  ,7.9  ,N/A  ,0.24m,0.19m,N/A,0.03m,0.02m,02nd Mar 10  
Game of Thrones    ,PS3,Atlus  ,Cyanide Studios  ,N/A  ,N/A  ,0.24m,0.10m,0.11m,N/A,0.04m,15th May 12  
Persona 5    ,PS3,Atlus  ,Atlus  ,N/A  ,8.0  ,0.24m,0.07m,0.02m,0.14m,0.02m,04th Apr 17  
Percy Jackson and the Olympians: The Lightning Thief    ,DS,Activision  ,20th Century Fox Video Games  ,N/A  ,N/A  ,0.24m,0.22m,0.01m,N/A,0.02m,09th Feb 10  
.hack//G.U. Last Recode    ,PS4,Namco Bandai Games  ,CyberConnect2  ,N/A  ,N/A  ,0.24m,0.10m,0.04m,0.08m,0.03m,03rd Nov 17  
Summon Night 3    ,PS2,Banpresto  ,Flight-Plan  ,N/A  ,N/A  ,0.24m,N/A,N/A,0.24m,N/A,07th Aug 03  
Muramasa Rebirth    ,PSV,Aksys Games  ,Vanillaware  ,N/A  ,N/A  ,0.24m,0.11m,N/A,0.10m,0.04m,25th Jun 13  
Sakura Wars: Atsuki Chishio Ni    ,PS2,Sega  ,Sega WOW Overworks  ,N/A  ,N/A  ,0.24m,N/A,N/A,0.24m,N/A,27th Feb 03  
Harvest Moon: Another Wonderful Life    ,GC,Natsume  ,Marvelous Interactive  ,7.7  ,N/A  ,0.24m,0.19m,0.05m,N/A,0.01m,26th Jul 05  
Valhalla Knights    ,PSP,Xseed Games  ,K2 LLC  ,5.2  ,N/A  ,0.24m,0.15m,0.00m,0.07m,0.01m,17th Apr 07  
Front Mission: Gun Hazard    ,SNES,Square  ,Omiya Soft  ,N/A  ,N/A  ,0.24m,N/A,N/A,0.24m,N/A,23rd Feb 96  
Luminous Arc    ,DS,Atlus  ,imageepoch Inc.  ,6.8  ,N/A  ,0.24m,0.16m,0.00m,0.06m,0.01m,14th Aug 07  
Avalon Code    ,DS,Marvelous Interactive  ,Matrix Software  ,7.1  ,N/A  ,0.24m,0.11m,0.00m,0.12m,0.01m,10th Mar 09  
Digimon World: Next Order    ,PS4,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,0.24m,0.13m,0.05m,0.02m,0.04m,31st Jan 17  
Shadow Hearts: Covenant    ,PS2,Midway Games  ,Nautilus  ,8.1  ,N/A  ,0.24m,0.12m,0.09m,N/A,0.03m,27th Sep 04  
Ar tonelico Qoga: Knell of Ar Ciel    ,PS3,NIS America  ,Gust  ,7.0  ,N/A  ,0.24m,0.08m,0.01m,0.13m,0.01m,15th Mar 11  
