title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
SpongeBob's Truth or Square (US sales)    ,Wii,THQ  ,Heavy Iron Studios  ,0.39m,0.38m,0.01m,N/A,N/A,26th Oct 09  
BattleTanx: Global Assault    ,N64,3DO  ,3DO  ,0.39m,0.31m,0.07m,N/A,0.00m,31st Aug 99  
Batman: Arkham VR    ,PS4,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,0.39m,0.32m,N/A,N/A,0.07m,11th Oct 16  
Star Wars The Clone Wars: Republic Heroes    ,X360,LucasArts  ,Krome Studios  ,0.39m,0.18m,0.17m,N/A,0.04m,06th Oct 09  
Blood Omen 2    ,PS2,Eidos Interactive  ,Crystal Dynamics  ,0.39m,0.19m,0.15m,N/A,0.05m,21st Mar 02  
Cabela's Dangerous Hunts 2    ,PS2,Activision  ,Sand Grain Studios  ,0.39m,0.19m,0.15m,N/A,0.05m,15th Nov 05  
The Evil Within 2    ,XOne,Bethesda Softworks  ,Tango Gameworks  ,0.39m,0.25m,0.10m,N/A,0.04m,13th Oct 17  
Robert Ludlum's The Bourne Conspiracy    ,PS3,Sierra Entertainment  ,High Moon Studios  ,0.39m,0.18m,0.14m,N/A,0.06m,03rd Jun 08  
Samurai Warriors Chronicles    ,3DS,Tecmo Koei  ,Omega Force  ,0.39m,0.12m,0.05m,0.20m,0.01m,27th Mar 11  
Hitman: Blood Money    ,X360,Eidos Interactive  ,IO Interactive  ,0.39m,0.29m,0.06m,0.01m,0.03m,30th May 06  
Silent Hill: Homecoming    ,PS3,Konami  ,Double Helix Games  ,0.39m,0.18m,0.15m,N/A,0.06m,30th Sep 08  
Zone of the Enders HD Collection    ,PS3,Konami Digital Entertainment  ,Kojima Productions  ,0.39m,0.21m,0.04m,0.09m,0.05m,30th Oct 12  
Airlock    ,2600,Data Age  ,Data Age  ,0.39m,0.36m,0.02m,N/A,0.00m,01st Jan 82  
LEGO Star Wars III: The Clone Wars    ,PSP,LucasArts  ,Traveller's Tales  ,0.39m,0.14m,0.16m,N/A,0.08m,22nd Mar 11  
Evil Dead: Fistfull of Boomstick    ,PS2,THQ  ,VIS Entertainment  ,0.38m,0.19m,0.15m,N/A,0.05m,20th May 03  
Metal Gear Solid HD Collection    ,X360,Konami  ,Bluepoint Games  ,0.38m,0.25m,0.10m,N/A,0.03m,08th Nov 11  
Viking: Battle for Asgard    ,PS3,Sega  ,The Creative Assembly  ,0.38m,0.14m,0.18m,N/A,0.07m,25th Mar 08  
Looney Tunes: Acme Arsenal    ,PS2,Warner Bros. Interactive  ,Red Tribe  ,0.38m,0.19m,0.15m,N/A,0.05m,09th Oct 07  
Ice Age    ,GBA,Ubisoft  ,A2M  ,0.38m,0.27m,0.10m,N/A,0.01m,18th Mar 02  
Headhunter    ,PS2,Sega  ,Amuze  ,0.38m,0.19m,0.15m,N/A,0.05m,09th May 02  
Lego Marvel Super Heroes: Universe in Peril    ,DS,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.38m,0.22m,0.13m,N/A,0.03m,22nd Oct 13  
Saints Row: The Third    ,PC,THQ  ,Volition Inc.  ,0.38m,0.16m,0.16m,N/A,0.05m,15th Nov 11  
Ninja: Shadow of Darkness    ,PS,Eidos Interactive  ,Unknown  ,0.38m,0.21m,0.14m,N/A,0.02m,30th Sep 98  
Iron Man 2    ,PSP,Sega  ,"Sega Studios, San Francisco  ",0.38m,0.18m,0.13m,N/A,0.08m,04th May 10  
Disney's Lilo & Stitch 2: Hamsterveil Havoc    ,GBA,Buena Vista  ,Climax  ,0.38m,0.27m,0.10m,N/A,0.01m,12th Oct 04  
Mobile Suit Gundam version 2.0    ,PS,Bandai  ,Unknown  ,0.38m,N/A,N/A,0.36m,0.02m,29th Mar 96  
The Incredible Hulk    ,PS2,Sega  ,Edge of Reality  ,0.38m,0.32m,0.01m,N/A,0.05m,05th Jun 08  
Hunter: The Reckoning    ,XB,Interplay  ,High Voltage Software  ,0.38m,0.28m,0.08m,N/A,0.01m,21st May 02  
Mobile Suit Gundam: Extreme Vs    ,PS3,Namco Bandai Games  ,Namco Bandai  ,0.38m,N/A,N/A,0.38m,N/A,30th Jan 14  
Madagascar: Escape 2 Africa    ,PS2,Activision  ,Idol Minds  ,0.38m,0.12m,0.00m,N/A,0.26m,04th Nov 08  
Scooby-Doo! and the Spooky Swamp    ,DS,Warner Bros. Interactive  ,Torus Games  ,0.38m,0.25m,0.10m,N/A,0.03m,14th Sep 10  
Gravitar    ,2600,Atari  ,Atari  ,0.38m,0.35m,0.02m,N/A,0.00m,01st Jan 83  
Batman: Arkham City Armored Edition    ,WiiU,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,0.37m,0.16m,0.18m,N/A,0.03m,18th Nov 12  
Warriors Orochi 2    ,PS3,Tecmo Koei  ,Omega Force  ,0.37m,N/A,N/A,0.37m,N/A,20th Mar 12  
Ultimate Spider-Man    ,GC,Activision  ,Treyarch  ,0.37m,0.29m,0.07m,N/A,0.01m,21st Sep 05  
Prince of Persia: The Forgotten Sands    ,PSP,Ubisoft  ,Quebec City  ,0.37m,0.09m,0.18m,0.01m,0.10m,18th May 10  
Rampage: Total Destruction    ,PS2,Midway Games  ,"Pipeworks Software, Inc.  ",0.37m,0.18m,0.14m,N/A,0.05m,24th Apr 06  
Middle-Earth: Shadow of Mordor    ,PC,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,0.37m,0.14m,0.20m,N/A,0.03m,30th Sep 14  
Spider-Man: Friend or Foe    ,PS2,Activision  ,Next Level Games  ,0.37m,0.31m,0.01m,N/A,0.05m,02nd Oct 07  
Thief    ,PS3,Square Enix  ,Eidos Montreal  ,0.37m,0.10m,0.19m,0.03m,0.06m,25th Feb 14  
Dynasty Warriors 9    ,PS4,Tecmo Koei  ,Omega Force  ,0.37m,0.10m,0.06m,0.17m,0.03m,13th Feb 18  
Scooby-Doo! Classic Creep Capers    ,N64,THQ  ,Terraglyph Interactive Studios  ,0.37m,0.30m,0.06m,N/A,0.00m,04th Dec 00  
Dragonfire    ,2600,Imagic  ,Imagic  ,0.37m,0.35m,0.02m,N/A,0.00m,01st Jan 82  
Yakuza: Kiwami 2    ,PS4,Sega  ,Sega  ,0.37m,0.08m,0.06m,0.19m,0.03m,28th Aug 18  
Defiance    ,PS3,Trion Worlds  ,Trion Worlds  ,0.37m,0.19m,0.12m,N/A,0.06m,02nd Apr 13  
Tomb Raider: Legend     ,X360,Eidos Interactive  ,Crystal Dynamics  ,0.37m,0.27m,0.07m,0.01m,0.03m,11th Apr 06  
Mini Ninjas    ,Wii,Eidos Interactive  ,IO Interactive  ,0.37m,0.16m,0.17m,N/A,0.04m,08th Sep 09  
SAW    ,PS3,Konami  ,Zombie Studios  ,0.36m,0.13m,0.17m,N/A,0.06m,06th Oct 09  
Okami HD    ,PS4,Capcom  ,Clover Studio  ,0.36m,0.16m,0.12m,0.03m,0.06m,12th Dec 17  
Tom Clancy's HAWX 2    ,X360,Ubisoft  ,Ubisoft Bucharest  ,0.36m,0.24m,0.09m,0.01m,0.03m,07th Sep 10  
The Incredibles: Rise of the Underminer    ,PS2,THQ  ,Heavy Iron Studios  ,0.36m,0.18m,0.14m,N/A,0.05m,01st Nov 05  
Hamtaro: Ham-Ham Heartbreak    ,GBA,Nintendo  ,Nintendo  ,0.36m,0.26m,0.10m,N/A,0.01m,08th Apr 03  
Mobile Suit Z-Gundam    ,PS,Bandai  ,Bandai  ,0.36m,N/A,N/A,0.34m,0.02m,11th Dec 97  
Cubix Robots for Everyone: Clash 'n' Bash    ,GBA,10TACLE Studios  ,Blitz Games  ,0.36m,0.26m,0.10m,N/A,0.01m,24th Jun 02  
The Wonderful 101    ,WiiU,Nintendo  ,PlatinumGames  ,0.36m,0.15m,0.11m,0.08m,0.02m,15th Sep 13  
Fist of The North Star: Lost Paradise    ,PS4,Sega  ,Sega  ,0.36m,0.09m,0.05m,0.18m,0.03m,02nd Oct 18  
NBA 2K6    ,XB,2K Sports  ,Unknown  ,0.36m,0.27m,0.08m,N/A,0.01m,26th Sep 05  
Jurassic Park    ,NES,Ocean  ,Ocean  ,0.36m,0.25m,0.10m,N/A,0.01m,01st Jun 93  
Mystical Ninja starring Goemon    ,N64,Konami  ,Konami Computer Entertainment Osaka  ,0.36m,0.07m,0.02m,0.23m,0.04m,16th Apr 98  
Saban's Power Rangers: Lightspeed Rescue    ,N64,THQ  ,Mass Media  ,0.36m,0.29m,0.06m,N/A,0.00m,28th Sep 00  
Toukiden    ,PSV,Tecmo Koei  ,Omega Force  ,0.36m,0.04m,0.05m,0.25m,0.03m,11th Feb 14  
TMNT    ,Wii,Ubisoft  ,Ubisoft Montreal  ,0.36m,0.30m,0.03m,N/A,0.03m,20th Mar 07  
Nintendo Labo: Toy-Con 02 Robot Kit    ,NS,Nintendo  ,Nintendo EPD  ,0.36m,0.18m,0.08m,0.08m,0.03m,20th Apr 18  
Spider-Man: Shattered Dimensions    ,X360,Activision  ,Beenox Studios  ,0.36m,0.24m,0.09m,N/A,0.03m,07th Sep 10  
Digging for Dinosaurs    ,DS,Scholastic Inc.  ,CokeM Interactive  ,0.36m,0.33m,N/A,N/A,0.03m,26th Oct 10  
Sentouchu: Densetsu no Shinobi to Survival Battle!    ,3DS,Namco Bandai Games  ,Bandai Namco Games  ,0.36m,N/A,N/A,0.36m,N/A,17th Oct 13  
LEGO Pirates of the Caribbean: The Video Game    ,PSP,Disney Interactive Studios  ,Traveller's Tales  ,0.36m,0.12m,0.15m,N/A,0.08m,10th May 11  
G-Force    ,PSP,Disney Interactive Studios  ,Keen Games  ,0.36m,0.24m,0.07m,N/A,0.05m,21st Jul 09  
Frogs And Flies    ,2600,Mattel Interactive  ,Mattel  ,0.36m,0.33m,0.02m,N/A,0.00m,01st Jan 82  
Hello Neighbor    ,PS4,Gearbox Software  ,Dynamic Pixels  ,0.35m,0.13m,0.16m,N/A,0.06m,27th Jul 18  
Dark Void    ,PS3,Capcom  ,Airtight Games  ,0.35m,0.18m,0.12m,N/A,0.05m,19th Jan 10  
Blasto    ,PS,Sony Computer Entertainment  ,Unknown  ,0.35m,0.20m,0.13m,N/A,0.02m,01st Apr 98  
Batman: Rise of Sin Tzu    ,PS2,Ubisoft  ,Ubisoft Montreal  ,0.35m,0.17m,0.13m,N/A,0.05m,16th Oct 03  
Disney's Tarzan: Return to the Jungle    ,GBA,Activision  ,Digital Eclipse  ,0.35m,0.25m,0.09m,N/A,0.01m,14th Sep 02  
Transformers: Dark of the Moon    ,PS3,Activision  ,High Moon Studios  ,0.35m,0.11m,0.18m,N/A,0.06m,14th Jun 11  
Star Wars: Flight of the Falcon    ,GBA,THQ  ,Pocket Studios  ,0.35m,0.25m,0.09m,N/A,0.01m,18th Nov 03  
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales)    ,Wii,Unknown  ,Unknown  ,0.35m,0.15m,0.05m,0.14m,0.01m,N/A  
Saban's Power Rangers: Lightspeed Rescue    ,PS,THQ  ,Climax Group  ,0.35m,0.19m,0.13m,N/A,0.02m,26th Sep 00  
Chicken Shoot    ,Wii,"Destination Software, Inc  ",Destination Software  ,0.35m,0.32m,0.00m,N/A,0.02m,05th Jul 07  
Def Jam Icon    ,X360,Electronic Arts  ,Unknown  ,0.35m,0.30m,0.01m,0.00m,0.03m,06th Mar 07  
Mini Ninjas    ,PS3,Eidos Interactive  ,IO Interactive  ,0.34m,0.14m,0.15m,N/A,0.06m,08th Sep 09  
Pirates of the Caribbean: At World's End    ,DS,Disney Interactive Studios  ,Amaze Entertainment  ,0.34m,0.30m,0.01m,0.01m,0.03m,22nd May 07  
Dynasty Warriors 5 Empires    ,PS2,KOEI  ,Omega Force  ,0.34m,0.11m,0.09m,0.12m,0.03m,28th Mar 06  
Mini Ninjas    ,DS,Eidos Interactive  ,IO Interactive  ,0.34m,0.16m,0.15m,N/A,0.04m,08th Sep 09  
Driver 2 Advance    ,GBA,Atari  ,Sennari Interactive  ,0.34m,0.25m,0.09m,N/A,0.01m,22nd Oct 02  
Freeway    ,2600,Activision  ,Activision  ,0.34m,0.32m,0.02m,N/A,0.00m,01st Jan 81  
Alien's Return    ,2600,ITT Family Games  ,Gem International Corporation  ,0.34m,0.32m,0.02m,N/A,0.00m,01st Jan 83  
Frostbite    ,2600,Activision  ,Activision  ,0.34m,0.32m,0.02m,N/A,0.00m,14th Aug 83  
Avatar: The Last Airbender - The Burning Earth    ,DS,THQ  ,TOSE Software  ,0.34m,0.31m,0.00m,N/A,0.03m,16th Oct 07  
SpongeBob SquarePants: The Yellow Avenger    ,DS,THQ  ,Tantatus Interactive  ,0.34m,0.31m,0.00m,N/A,0.02m,07th Nov 05  
Conan    ,PS3,THQ  ,Nihilistic Software  ,0.34m,0.13m,0.15m,N/A,0.05m,23rd Oct 07  
Fantastic Voyage    ,2600,20th Century Fox Video Games  ,20th Century Fox Video Games  ,0.34m,0.32m,0.02m,N/A,0.00m,01st Jan 82  
Tomb Raider (2013)    ,PC,Square Enix  ,Crystal Dynamics  ,0.34m,0.06m,0.26m,N/A,0.02m,05th Mar 13  
Tenchu Z    ,X360,Microsoft  ,K2 LLC  ,0.34m,0.27m,0.02m,0.02m,0.03m,12th Jun 07  
Bank Heist    ,2600,20th Century Fox Video Games  ,20th Century Fox Video Games  ,0.34m,0.32m,0.02m,N/A,0.00m,01st Jan 83  
Tiny Tank    ,PS,Sony Computer Entertainment  ,Appaloosa Interactive  ,0.34m,0.19m,0.13m,N/A,0.02m,01st Sep 99  
Dynasty Warriors 6 Empires    ,PS3,KOEI  ,Omega Force  ,0.34m,0.14m,0.03m,0.15m,0.02m,23rd Jun 09  
Teenage Mutant Ninja Turtles    ,GC,Konami  ,Konami  ,0.34m,0.26m,0.07m,N/A,0.01m,31st Oct 03  
Remember Me    ,PS3,Capcom  ,DONTNOD Entertainment  ,0.34m,0.10m,0.18m,N/A,0.05m,04th Jun 13  
Iron Man 2    ,DS,Sega  ,"Sega Studios, San Francisco  ",0.34m,0.14m,0.16m,N/A,0.03m,04th May 10  
Dynasty Warriors: Gundam 2    ,PS2,Namco Bandai  ,Omega Force  ,0.34m,0.04m,0.03m,0.25m,0.01m,21st Apr 09  
Fade to Black    ,PS,Electronic Arts  ,Delphine Software International  ,0.34m,0.19m,0.13m,N/A,0.02m,24th Jun 96  
Pirates of the Caribbean: At World's End    ,X360,Disney Interactive Studios  ,Eurocom Entertainment Software  ,0.34m,0.29m,0.02m,N/A,0.03m,22nd May 07  
Harry Potter and the Deathly Hallows - Part 2    ,X360,Electronic Arts  ,EA Bright Light  ,0.33m,0.19m,0.11m,N/A,0.03m,12th Jul 11  
Samurai Warriors 3Z    ,PS3,Tecmo Koei  ,Omega Force  ,0.33m,N/A,N/A,0.33m,N/A,10th Feb 11  
Sengoku Musou 3 Z    ,PS3,Tecmo Koei  ,Omega Force  ,0.33m,N/A,N/A,0.33m,N/A,10th Feb 11  
Dishonored: Death of the Outsider    ,PS4,Bethesda Softworks  ,Arkane Studios  ,0.33m,0.10m,0.18m,N/A,0.05m,15th Sep 17  
Night at the Museum: Battle of the Smithsonian    ,DS,Majesco  ,"Pipeworks Software, Inc.  ",0.33m,0.12m,0.18m,N/A,0.04m,05th May 09  
Transformers: Revenge of the Fallen -- Decepticons    ,DS,Activision  ,Vicarious Visions  ,0.33m,0.17m,0.13m,N/A,0.03m,23rd Jun 09  
The Lego Ninjago Movie Videogame    ,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.33m,0.21m,0.09m,N/A,0.03m,22nd Sep 17  
Deathtrap Dungeon    ,PS,Eidos Interactive  ,Unknown  ,0.33m,0.19m,0.13m,N/A,0.02m,31st Mar 98  
Harry Potter and the Deathly Hallows - Part 2    ,Wii,Electronic Arts  ,EA Bright Light  ,0.33m,0.17m,0.13m,N/A,0.03m,12th Jul 11  
Ninja Blade    ,X360,Microsoft  ,From Software  ,0.33m,0.14m,0.14m,0.02m,0.03m,07th Apr 09  
Hulk    ,XB,Universal Interactive  ,Radical Entertainment  ,0.33m,0.25m,0.07m,N/A,0.01m,27th May 03  
Bee Movie Game    ,Wii,Activision  ,Smart Bomb Interactive  ,0.33m,0.30m,0.01m,N/A,0.03m,05th Nov 07  
Disney's Treasure Planet    ,PS2,Sony Computer Entertainment  ,Bizarre Creations  ,0.33m,0.16m,0.13m,N/A,0.04m,11th Nov 02  
LEGO Harry Potter Collection     ,NS,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.33m,0.15m,0.16m,N/A,0.03m,30th Oct 18  
Shrek SuperSlam    ,GBA,Activision  ,Amaze Entertainment / Griptonite Games  ,0.33m,0.24m,0.09m,N/A,0.01m,25th Oct 05  
Binary Domain    ,PS3,Sega  ,Amusement Vision  ,0.33m,0.09m,0.07m,0.14m,0.03m,28th Feb 12  
Way of the Samurai 2    ,PS2,Capcom  ,Acquire  ,0.33m,0.05m,0.04m,0.23m,0.01m,07th Jul 04  
Naruto: Rise of a Ninja    ,X360,Ubisoft  ,Ubisoft Montreal  ,0.33m,0.29m,0.01m,N/A,0.03m,30th Oct 07  
BattleTanx    ,N64,3DO  ,3DO  ,0.33m,0.26m,0.06m,N/A,0.00m,31st Dec 98  
Ultimate NES Remix    ,3DS,Nintendo  ,Nintendo  ,0.33m,0.19m,0.11m,N/A,0.03m,05th Dec 14  
Night at the Museum: Battle of the Smithsonian    ,Wii,Majesco  ,"Pipeworks Software, Inc.  ",0.33m,0.17m,0.13m,N/A,0.03m,05th May 09  
Harry Potter and the Half-Blood Prince    ,PS3,Electronic Arts  ,Bright Light Productions  ,0.33m,0.15m,0.13m,N/A,0.05m,30th Jun 09  
Chicken Riot    ,Wii,City Interactive  ,City Interactive  ,0.33m,0.14m,0.16m,N/A,0.03m,16th Feb 10  
Samurai Warriors 2: Xtreme Legends (JP sales)    ,PS2,KOEI  ,Omega Force  ,0.33m,N/A,N/A,0.33m,N/A,18th Mar 08  
Teen Titans    ,GC,THQ  ,A2M  ,0.33m,0.25m,0.07m,N/A,0.01m,24th May 06  
Frogger II: Threeedeep!    ,2600,Parker Bros.  ,Parker Bros  ,0.33m,0.31m,0.02m,N/A,0.00m,01st Jan 84  
Golden Axe: Beast Rider    ,X360,Sega  ,Secret Level  ,0.33m,0.19m,0.11m,N/A,0.03m,14th Oct 08  
Iron Man 2    ,Wii,Sega  ,"Sega Studios, San Francisco  ",0.33m,0.15m,0.15m,N/A,0.03m,04th May 10  
Fireball    ,2600,Unknown  ,Starpath Corp.  ,0.33m,0.30m,0.02m,N/A,0.00m,01st Jan 82  
Harry Potter and the Deathly Hallows - Part 2    ,PS3,Electronic Arts  ,EA Bright Light  ,0.33m,0.14m,0.14m,N/A,0.05m,12th Jul 11  
Teenage Mutant Ninja Turtles 2: Battle Nexus    ,GBA,Konami  ,Konami  ,0.32m,0.23m,0.09m,N/A,0.01m,19th Oct 04  
Elebits     ,Wii,Konami  ,Konami  ,0.32m,0.22m,0.01m,0.08m,0.02m,12th Dec 06  
Nicktoons: Movin    ,PS2,THQ  ,Unknown  ,0.32m,0.16m,0.12m,N/A,0.04m,21st Oct 04  
Power Rangers Samurai    ,Wii,Namco Bandai  ,Namco Bandai Games  ,0.32m,0.27m,0.03m,N/A,0.03m,22nd Nov 11  
Golden Axe: Beast Rider    ,PS3,Sega  ,Secret Level  ,0.32m,0.13m,0.14m,N/A,0.06m,14th Oct 08  
Dead Rising 2: Off the Record    ,PS3,Capcom  ,Blue Castle Games  ,0.32m,0.11m,0.08m,0.10m,0.03m,11th Oct 11  
Silent Hill HD Collection    ,PS3,Konami Digital Entertainment  ,Konami  ,0.32m,0.15m,0.10m,0.03m,0.04m,20th Mar 12  
Bratz: Girlz Really Rock    ,DS,THQ  ,Barking Lizards Technologies LLC  ,0.32m,0.18m,0.11m,N/A,0.03m,13th Oct 08  
OverBlood    ,PS,Electronic Arts  ,Riverhillsoft  ,0.32m,0.05m,0.04m,0.21m,0.02m,22nd May 97  
LEGO The Incredibles    ,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.32m,0.19m,0.10m,N/A,0.03m,15th Jun 18  
Power Rangers Samurai    ,DS,Namco Bandai  ,Namco Bandai Games  ,0.32m,0.26m,0.04m,N/A,0.03m,22nd Nov 11  
Overlord II    ,X360,Codemasters  ,Triumph Studios  ,0.32m,0.15m,0.14m,N/A,0.03m,23rd Jun 09  
"Go, Diego, Go!: Great Dinosaur Rescue    ",PS2,2K Play  ,High Voltage Software  ,0.32m,0.16m,0.12m,N/A,0.04m,27th Oct 08  
LEGO Marvel's Avengers    ,WiiU,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.32m,0.15m,0.14m,0.01m,0.03m,26th Jan 16  
Fortress    ,GBA,Majesco  ,Pipe Dream Interactive  ,0.32m,0.23m,0.08m,N/A,0.01m,13th Aug 01  
Phineas and Ferb: Across the 2nd Dimension    ,PS3,Disney Interactive Studios  ,High Impact Games  ,0.32m,0.15m,0.12m,N/A,0.05m,02nd Aug 11  
Batman: Arkham Asylum    ,PC,Eidos Interactive  ,Rocksteady Studios  ,0.32m,N/A,0.28m,N/A,0.04m,15th Sep 09  
Frankenstein's Monster    ,2600,Data Age  ,Data Age  ,0.32m,0.30m,0.02m,N/A,0.00m,01st Jan 83  
Overlord II    ,PS3,Codemasters  ,Triumph Studios  ,0.32m,0.11m,0.15m,N/A,0.05m,23rd Jun 09  
Power Rangers: Time Force    ,PS,THQ  ,Climax Group  ,0.32m,0.18m,0.12m,N/A,0.02m,02nd Nov 01  
Crash of the Titans    ,X360,Sierra Entertainment  ,Radical Entertainment  ,0.32m,0.27m,0.02m,N/A,0.02m,04th Oct 07  
Dynasty Warriors 4 Empires    ,PS2,KOEI  ,Omega Force  ,0.32m,N/A,N/A,0.32m,N/A,31st Aug 04  
Shrek the Third    ,PSP,Activision  ,Amaze Entertainment  ,0.31m,0.08m,0.15m,N/A,0.09m,05th Jun 07  
1001 Touch Games    ,DS,Unknown  ,Avanquest Software  ,0.31m,0.11m,0.17m,N/A,0.03m,18th Oct 11  
Harry Potter and the Half-Blood Prince    ,X360,Electronic Arts  ,Bright Light Productions  ,0.31m,0.17m,0.11m,N/A,0.03m,30th Jun 09  
Senran Kagura Shinovi Versus    ,PSV,Xseed Games  ,Tamsoft  ,0.31m,0.08m,0.03m,0.16m,0.04m,14th Oct 14  
Manhunt 2    ,PSP,Rockstar Games  ,Rockstar London  ,0.31m,0.04m,0.18m,N/A,0.10m,29th Oct 07  
The Matrix: Path of Neo    ,XB,Atari  ,Shiny Entertainment  ,0.31m,0.23m,0.07m,N/A,0.01m,07th Nov 05  
Mortal Kombat: Shaolin Monks    ,XB,Midway Games  ,Midway Studios Los Angeles  ,0.31m,0.23m,0.07m,N/A,0.01m,16th Sep 05  
Clash of the Titans: The Videogame    ,PS3,Namco Bandai  ,Game Republic  ,0.31m,0.09m,0.15m,0.01m,0.05m,27th Jul 10  
Dr. Seuss: How the Grinch Stole Christmas    ,DS,CokeM Interactive  ,Unknown  ,0.31m,0.29m,N/A,N/A,0.02m,08th Nov 07  
KISS Pinball    ,PS,Take-Two Interactive  ,Take-Two Interactive  ,0.31m,0.17m,0.12m,N/A,0.02m,25th Apr 01  
Brothers In Arms: Earned In Blood    ,XB,Ubisoft  ,Unknown  ,0.31m,0.23m,0.07m,N/A,0.01m,07th Oct 05  
Dark Void    ,X360,Capcom  ,Airtight Games  ,0.31m,0.19m,0.09m,N/A,0.03m,19th Jan 10  
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2    ,GBA,THQ  ,Vicarious Visions  ,0.31m,0.22m,0.08m,N/A,0.01m,18th Jan 05  
DmC Devil May Cry: Definitive Edition    ,PS4,Capcom  ,QLOC  ,0.31m,0.12m,0.13m,N/A,0.05m,10th Mar 15  
Hitman    ,XOne,Square Enix  ,IO Interactive  ,0.31m,0.20m,0.08m,N/A,0.03m,31st Jan 17  
MySims SkyHeroes    ,DS,Electronic Arts  ,The Sims Studio  ,0.31m,0.20m,0.08m,N/A,0.03m,28th Sep 10  
Mega Man Battle Network 2    ,GBA,Ubisoft  ,Capcom  ,0.31m,0.22m,0.08m,N/A,0.01m,18th Oct 02  
Lego Batman 3: Beyond Gotham    ,PSV,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.31m,0.05m,0.19m,N/A,0.07m,11th Nov 14  
Mountain King    ,2600,CBS Electronics  ,CBS Electronics  ,0.31m,0.29m,0.02m,N/A,0.00m,01st Jan 83  
The Incredible Hulk    ,Wii,Sega  ,Edge of Reality  ,0.31m,0.28m,0.01m,N/A,0.02m,05th Jun 08  
TRON: Evolution    ,X360,Disney Interactive Studios  ,Propaganda Games  ,0.31m,0.24m,0.05m,N/A,0.02m,07th Dec 10  
Slot Machine    ,2600,Atari  ,Atari  ,0.31m,0.29m,0.02m,N/A,0.00m,01st Jan 79  
Astroblast    ,2600,Mattel Interactive  ,Mattel  ,0.31m,0.29m,0.02m,N/A,0.00m,01st Jan 82  
Blade II    ,PS2,Activision  ,Mucky Foot Productions  ,0.31m,0.15m,0.12m,N/A,0.04m,02nd Sep 02  
Star Wars Episode III: Revenge of the Sith    ,DS,Ubisoft  ,Ubisoft Montreal  ,0.31m,0.25m,0.03m,N/A,0.02m,04th May 05  
Disney's Stitch: Experiment 626    ,PS2,Disney Interactive Studios  ,High Voltage Software  ,0.31m,0.15m,0.12m,N/A,0.04m,19th Jun 02  
Ultimate Spider-Man    ,GBA,Activision  ,Vicarious Visions  ,0.30m,0.22m,0.08m,N/A,0.01m,22nd Sep 05  
Resident Evil: Revelations 2    ,PS3,Capcom  ,Capcom  ,0.30m,0.06m,0.05m,0.17m,0.02m,24th Feb 15  
"Army Men World War: Land, Sea, Air    ",PS,3DO  ,3DO  ,0.30m,0.17m,0.12m,N/A,0.02m,20th Sep 00  
Tom Clancy's Splinter Cell 3D    ,3DS,Ubisoft  ,Gameloft  ,0.30m,0.14m,0.07m,0.07m,0.02m,10th Apr 11  
Chaos Legion    ,PS2,Capcom  ,Capcom Production Studio 6  ,0.30m,0.15m,0.12m,N/A,0.04m,06th Aug 03  
LEGO Marvel's Avengers    ,3DS,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.30m,0.08m,0.17m,0.03m,0.02m,26th Jan 16  
Looney Tunes: Duck Amuck    ,DS,Warner Bros. Interactive  ,WayForward Technologies  ,0.30m,0.28m,0.00m,N/A,0.02m,09th Oct 07  
Resident Evil Archives: Resident Evil    ,Wii,Capcom  ,Capcom Production Studio 4  ,0.30m,0.16m,0.04m,0.08m,0.02m,23rd Jun 09  
One Piece Unlimited Cruise SP    ,3DS,Namco Bandai  ,Ganbarion  ,0.30m,N/A,0.00m,0.30m,0.00m,N/A  
Yu Yu Hakusho Ghost Files: Spirit Detective    ,GBA,Atari  ,Atari Games  ,0.30m,0.21m,0.08m,N/A,0.01m,02nd Dec 03  
Army Men: Air Attack 2    ,PS,3DO  ,3DO  ,0.30m,0.17m,0.11m,N/A,0.02m,26th Sep 00  
Dynasty Warriors 6    ,X360,KOEI  ,Omega Force  ,0.30m,0.15m,0.06m,0.06m,0.02m,19th Feb 08  
Fist of the North Star: Ken's Rage 2    ,PS3,Tecmo Koei  ,Koei  ,0.30m,N/A,N/A,0.30m,N/A,05th Feb 13  
The Suite Life of Zack & Cody: Circle of Spies    ,DS,Disney Interactive Studios  ,Artificial Mind and Movement  ,0.30m,0.17m,0.09m,N/A,0.03m,18th Oct 07  
Finding Nemo: The Continuing Adventures    ,GBA,THQ  ,Altron  ,0.30m,0.21m,0.08m,N/A,0.01m,08th Sep 04  
